sku,order_count,weighted_order_count,degree,weighted_degree
0562403,1,0.08403844023891971,1,0.9817119893663506
0562533,1,0.0004949339409277573,4,1.588407561241374
0562563,1,0.0003311958267117205,0,0.0
0562564,1,0.0004382997235960612,0,0.0
0562655,1,0.10205285567060637,0,0.0
0562688,4,0.1359474655352425,3,0.6204079060411047
0562689,4,0.018312443208916306,4,1.3938983773204445
0562690,7,0.06296337873843844,2,0.7373272821810312
0562691,4,0.1818621566016219,2,0.2570483528403036
0562692,4,0.05816516330715847,2,0.8204559594275262
0562693,2,0.11402634273975265,1,0.5041589305732184
0562743,1,0.007144408591705148,3,1.9355674825168994
0562745,2,0.02050434229011257,2,1.1090892666154628
0562870,2,0.01156889459168818,4,1.9666319216591255
0562895,1,0.00197235338183682,4,3.242915888859552
0562939,1,0.011997256383089622,0,0.0
0562981,1,0.07278852324828636,0,0.0
0563029,2,0.039629826289062,3,1.520888770053999
0563110,3,1.0116964049797286,13,1.9437395787368865
0563181,1,0.004957687958442479,2,0.9956959409534711
0563200,3,0.7278933689905088,4,2.29245789530976
0563201,1,0.006639542046693303,4,3.591722253973581
0563202,1,0.20527464716368962,2,1.0231539551663809
0563213,4,0.21657967556269592,2,0.6866187261960615
0563333,2,0.43247881259949195,2,0.5281917788801184
0563334,2,0.04032847403513654,2,1.0141615597050888
0563467,2,0.108333539460221,0,0.0
0563567,1,0.08548434975048066,0,0.0
0563651,4,0.3367665517194114,0,0.0
0563909,2,0.5916830795045878,1,0.02953323426444357
0564601,1,0.9986791807025982,0,0.0
0564602,2,1.6108378998999728,2,0.5465528421692606
0564603,1,0.6527850339617284,0,0.0
0564605,3,1.236996163501212,2,0.9508896163722644
0564606,1,0.48949373799442814,1,0.6313294879303014
0564607,4,1.2281035618734109,4,1.668683194800968
0564608,4,0.6833650657120458,2,0.3582428416289607
0570176,1,0.00017983059243665707,2,1.0776542754558625
0570673,1,0.00038005713565976825,0,0.0
0570674,1,0.00036175057656351886,0,0.0
0570680,1,0.0003160803632978628,0,0.0
0570681,1,0.0003104059234962604,0,0.0
0570746,1,0.0004203969950862721,0,0.0
0570825,1,0.002934825091459277,8,5.7671050119680185
0570826,1,0.0027978849625218453,0,0.0
0570828,1,0.0012216277419742454,0,0.0
0570829,1,0.0012894425881005975,0,0.0
0570895,1,0.020920706267545042,0,0.0
0570901,3,0.11104578100086897,0,0.0
0570919,1,0.08586100941578309,0,0.0
0570925,1,0.03824961820512562,1,1.0
