sku,order_count,weighted_order_count,degree,weighted_degree
341-44100,1,0.07916234983157554,7,4.812227442106838
341-46054,3,1.714490611114273,0,0.0
341-49074,1,0.004921476879141869,0,0.0
341-51580,1,0.4857411536957968,6,5.610966331793462
341-58581,1,0.0014461270849397997,3,1.4782498553702135
341-69031,1,0.03322007412346213,0,0.0
341-69100,2,0.05765754888137452,2,1.1196425185822374
341-69144,1,0.05705857030054004,4,3.9709026005056867
341-69413,2,0.26277020500729487,20,10.745407816606223
341-72220,2,0.6690782735990215,0,0.0
343-02031,2,0.15544335164848092,12,6.834275458433484
343-02074,1,0.028462541842675798,1,0.5086323464324589
343-02144,1,0.02186737254226162,0,0.0
344-20220,2,0.6690324792763291,0,0.0
344-21073,1,0.02100238105811311,0,0.0
345-07031,1,0.08637056424237977,0,0.0
345-55054,1,0.00044348109546117474,0,0.0
346-01413,1,0.00027031274005864364,2,1.141876711459614
346-02220,1,0.0051953397852644405,1,1.0
346-02400,6,0.8365637593478474,10,1.2347490248041353
346-02416,2,0.0002483589224740189,2,0.762564099853902
346-02580,5,1.3190507668819103,6,1.4119025534983398
346-03100,1,0.0051953397852644405,1,1.0
346-05031,1,0.5404627025487299,2,1.2916991297696834
346-05220,1,0.025820142693049674,0,0.0
346-92031,1,0.0003240891665960505,1,0.10557644241314972
346-93031,1,0.005133647677927163,0,0.0
346-96031,1,0.0013603320611586976,0,0.0
347-01400,1,0.8954916561771643,0,0.0
347-44580,1,0.0006123826290134386,3,1.1827029547844976
347-67031,1,0.00502885735102184,0,0.0
347-68141,1,0.0012506860875065565,0,0.0
347-69031,1,0.0004206419286762377,1,1.0
347-71031,1,0.07207986121685764,1,1.0
347-72074,1,0.0004051848201900736,0,0.0
347-72100,1,0.005214001269322637,0,0.0
347-76031,1,0.0004206419286762377,1,1.0
347-76074,1,0.0005746936044481123,0,0.0
347-76100,1,0.005034740382655573,1,1.0
347-78031,1,0.0003337972882889392,0,0.0
347-85031,1,0.020562320836569278,0,0.0
347-85074,1,0.0026318437685934233,0,0.0
347-88031,1,0.005077958765487256,0,0.0
347-90031,2,0.007964467005660343,1,0.2183949878926204
347-90141,1,0.005532341005439816,0,0.0
348-00031,2,0.035975805184790294,2,0.9109261647339707
348-00074,2,0.010982632617434176,1,0.3694691167762252
348-00100,2,0.02224608986811454,3,1.3696983890092698
348-05031,1,0.3201798860602189,0,0.0
348-08031,1,0.005533544136252293,0,0.0
348-08141,1,0.005477824100324125,0,0.0
348-10031,2,0.010643550345115504,1,1.0
348-10074,1,0.005110934028510522,0,0.0
348-10141,2,0.010643550345115504,1,1.0
348-11031,1,0.08380419135111641,0,0.0
348-13074,1,0.030542452403960012,0,0.0
348-17220,2,0.04502111679224431,0,0.0
348-29221,2,0.17089320528048532,0,0.0
348-44031,1,0.3443397968807842,0,0.0
349-06054,2,0.0006004189495947133,1,0.12760911151057155
349-07054,2,0.0017270129230312725,6,2.0946925589821563
349-07220,2,0.16490609147802468,7,3.5469731468721215
349-08054,1,0.00035337533966303805,0,0.0
349-08220,1,0.00037961924714805044,0,0.0
349-09053,1,0.022966240820432207,2,1.8996819065441732
349-09220,1,0.005407195818624153,2,0.7220644467074695
349-15054,1,0.021137358661088637,1,1.0
349-17220,2,0.03293298811004704,0,0.0
349-18053,1,0.06092188078939572,2,1.9583732330456503
349-18073,1,0.09614572047797101,0,0.0
349-19053,1,0.008240264101168468,0,0.0
349-25054,1,0.0006968172586661938,2,1.1134264146661452
349-27054,1,0.008959937918584323,0,0.0
349-34053,1,0.6182677995738481,0,0.0
349-36053,1,0.40041386757516056,0,0.0
349-65053,2,0.011653481341510905,0,0.0
349-66031,1,0.08140452606054438,2,1.0059414800421347
349-70031,1,0.34136863772191733,0,0.0
349-90054,1,7.703803812102582e-05,0,0.0
35/703,2,0.8347128259378999,0,0.0
35/713,6,0.06740320929047686,0,0.0
35/719,10,4.790913325761204,0,0.0
35/772,18,9.332337211996196,2,0.4544456829698885
35/798,1,0.0004834802384534763,1,1.0
35/828,2,0.018235133561268928,6,3.402917737087317
35/834,1,0.06938685600657293,3,1.5009718353333854
35/835,1,0.0019487764139404916,3,1.3003322697966055
35/847,1,0.06858484229586413,2,0.8308304576462355
355086-24-RE,1,0.06005891331188365,0,0.0
355574-8-24,1,0.03460680122644728,0,0.0
355758-24-CH,1,0.06136893549750279,2,0.8634776135478819
355758-24-OR,1,0.029888164596548104,0,0.0
355765-24-CH,2,0.06689912683535897,4,2.4706213548196843
355765-24-RE,1,0.031111343195944084,1,0.6819446963702306
355765-PG,1,0.0020405181430787353,0,0.0
357-03031,1,0.005210487972419991,0,0.0
357-03074,1,0.001167411806904431,0,0.0
357-04100,1,0.0011625163440443656,4,2.7079174296696387
357-06031,2,0.04152939748860557,0,0.0
357-06074,1,0.004687815623572028,0,0.0
357-07031,1,0.005034740382655573,1,1.0
357-11031,1,0.020837735217136007,1,0.44838853809789697
357-11054,1,0.07207986121685764,1,1.0
357-11074,1,0.02050145668338196,1,0.5741126367474292
357-11141,2,0.06220001759594186,1,0.5741126367474292
357-14100,1,0.11970913396041673,0,0.0
357-16031,2,0.15710264594377063,0,0.0
357-16074,1,0.07714544614301498,1,1.0
357-16100,1,0.39864470172926003,0,0.0
357-16141,1,0.07714544614301498,1,1.0
357-18031,1,0.08261582593882127,0,0.0
357-18221,1,0.28165268395659265,0,0.0
357-21220,2,0.6820798453887027,0,0.0
357-24031,2,0.6941229800545727,0,0.0
357-24100,1,0.6460555878616956,0,0.0
357-24220,2,0.6855415403311625,0,0.0
36/20021,1,0.0004973660172474571,1,0.8449112899080713
36/20031,1,0.0005024679202498287,2,1.5196359741927525
36/20155,1,0.0019364609982583593,1,0.5403092089116585
36/30030,6,3.079083355226371,6,2.2935035793790384
36/30132,3,0.19858244070020187,6,1.5942077140268123
36/40013,1,0.0004342234168130153,2,0.9171959822901012
36/40014,1,0.00043104928159147114,3,2.404363411958528
36/40015,2,0.0009525926293722147,15,7.596250952010215
36/40041,2,0.005268005925157871,11,3.667544842463756
36/40042,2,0.0008648149107960968,3,1.905035426533617
36/40043,1,0.009069531109700112,5,4.005199087095081
36/40071,2,0.453527109558938,5,0.4340019616433336
36/40081,3,0.509691576919886,6,0.13426020136209146
36/82031,2,0.0006967129484380628,2,1.3798177417161228
36/82033,1,0.00019934693119060576,1,0.5349064518080514
36/82102,1,0.00012572876842358718,0,0.0
3660-000802,1,0.003035507485939124,0,0.0
3660-001562,1,0.00195771496131106,2,2.0
3660-355505-24,2,0.06928728027844011,8,5.042071060519419
3660-891587-24,1,0.04983068403263592,0,0.0
3660-893062,1,0.002069345304825745,0,0.0
3660-893079-24,4,0.13841417150267413,2,0.4502756504941031
3660-896766-24,1,0.03294083624014748,0,0.0
367-01054,1,0.00046766625072740703,1,0.048814006942627004
369-00031,2,0.35464708961770114,2,0.5806642594877981
369-00074,3,0.418498937351266,3,1.51489750264598
369-00100,2,0.4060155564410069,3,1.3342227166059155
369-00140,1,0.07951413655720159,2,1.1293460199181768
369-00400,1,0.8885391504662422,0,0.0
37/307,1,0.008126243195524756,4,3.05161420200007
37/326,2,0.0012541345843015087,7,2.794115860154471
37/327,5,0.007218597072841894,5,1.6133099428312965
37/335,7,2.7620171506205575,2,0.4226401609350333
37/346,2,0.014138045313749301,5,3.704027176639234
37/348,1,0.0004834802384534763,1,1.0
37/355,1,0.0013181107786936798,0,0.0
37/356,2,0.013678718874258448,0,0.0
375048,9,0.0068697371781875835,3,0.3929076692015818
3781-D,2,0.009174354118106288,9,4.805032681258323
3781-P,2,0.007042078788331548,1,0.5433497777521012
3781-S,1,0.004807007280221655,8,5.61135952195984
395-00010-03,1,0.0008369186527245646,1,1.0
395-00010-139,1,0.0008369186527245646,1,1.0
395-00010-141,1,0.0003465180996447894,0,0.0
39848-PB,2,0.03611562085168059,5,2.9470165539614106
4-04025,1,0.00017614682467708814,0,0.0
4-04050,2,0.0003703619302725811,0,0.0
4-04148,22,0.31123281977841805,4,0.31458748463810043
4-04155,1,0.018672418708204217,3,2.3905132924440036
4-04156,1,0.00045058694979085425,1,0.7883469160960475
4-04322,1,0.0006615404669514837,0,0.0
4-04332,1,0.0010024530160052424,0,0.0
4-04474,4,0.0007861667922173894,4,0.7481804930986844
4-04619,3,0.000963411496461187,7,2.3646521913604417
4-04650,1,0.0001090598185454193,0,0.0
4-04678,1,0.0002547729728884255,0,0.0
4-04730,1,0.00012964600318788257,0,0.0
4-04755,1,0.0001841163967677207,0,0.0
4-04893,1,0.00044737742276219244,3,1.0293504514115088
4-04913,2,0.000640577581152918,7,2.824466819056981
4-04917-B,3,0.09519675897062764,1,0.07076481533768675
4-04917-P,1,0.00043241033715540043,2,1.196365303344992
4-04920,1,0.00044049303384449413,4,0.980229497215048
4-04944,4,0.12449140637792228,0,0.0
4-05012,1,0.0004485331445687118,0,0.0
4-05020,1,0.0016448839277373815,0,0.0
4-05037,3,0.018962793676702797,4,2.366889015894324
4-05112,4,0.0011355162436888831,5,2.6625133413262927
4-05113,2,0.037161172418134394,3,2.092048996578549
4-05121,2,0.0001737458114203974,0,0.0
4-05129,1,0.0004863064536076743,4,2.243779699233113
4-05154,1,0.002934825091459277,8,5.7671050119680185
4-05242,1,0.0004486748951038712,0,0.0
4-05276,1,0.001949894858675574,1,1.0
4-05277,1,0.0018346998025579248,0,0.0
4-05279,1,0.0019428914750898377,1,0.5365293144148533
4-05287,2,0.004246081526615034,15,4.9975096820699605
4-05316,1,0.00044575609897170275,0,0.0
4-05336,5,0.012201131796678533,7,1.7874175658084512
4-05461-01,4,0.03706479540642686,1,0.3960095527428738
4-05461-03,6,0.09753608374737179,4,0.80704445643205
4-05461-04,4,0.02402128160445377,2,0.19092577918153947
4-05461-06,4,0.03146970517473571,3,1.0045601686890278
4-05461-09,5,0.01514224192347207,3,0.42659025262128364
4-05461-10,6,0.031911841513121965,3,0.617638266250307
4-05488,2,0.0009397258591346517,8,2.205015807804283
4-05514,2,0.001670628338058594,1,0.2112230984279118
4-05535,1,0.0004544273142497841,1,0.22612098267373218
4-05536,1,0.0004157555396402805,0,0.0
4-05586-PI,1,0.011701684531447773,0,0.0
4-05595,1,0.0010713157857692207,0,0.0
4-05605,2,0.0032998128497377655,0,0.0
4-05608,8,1.7581229194044772,6,0.21082939290722702
4-05653,3,0.0067493450539771824,1,0.5365293144148533
4-05756,2,0.0020052924563231144,0,0.0
4-05760-OR,2,0.003825350459017083,8,1.7859732142715161
4-05760-PB,4,0.012948411253890912,5,2.3913729259759
4-05771,4,0.16382310606095246,0,0.0
4-05772,2,0.018300131076512616,0,0.0
4-05773,1,0.040733227050587344,0,0.0
4-05774,4,0.011093406979867226,2,0.7971021641738681
4-05775,1,0.0028612485097609932,3,1.0385637114520745
4-05791,1,0.0019096388361997869,0,0.0
4-05841,2,0.0037226567560477903,0,0.0
4-05842,7,0.07632472155344194,5,1.0007037121086082
4-05843,1,0.001996780494738429,0,0.0
4-05845,1,0.007279394653381379,3,1.470908967519228
4-05846,2,0.001920448828324699,3,0.9723234067727372
4-05878,7,0.04731528639824467,8,1.8278711506284533
4-05903,2,0.14715668773672855,1,0.2569524273100345
4-05914-BR,1,0.027548193066768416,0,0.0
4-05914-GN,1,0.014069846623415483,0,0.0
4-05918,1,0.014451437032505189,0,0.0
4-05937,1,0.4197644552753455,1,0.8831607695310439
4-05958,1,0.011655308682200487,0,0.0
4-05964,10,1.39189266295821,3,0.6417017826988829
4-05966-GY,1,0.02113393539881609,0,0.0
4-05967,2,0.03647107198384314,0,0.0
4-05991,2,0.012173900304951617,0,0.0
4-06000,5,0.07387560340805464,3,0.9758011364746559
4-06002,1,0.0159043873683753,2,1.3378306868103316
4-06015-BU,1,0.014782999474974749,0,0.0
4-06015-GN,2,0.03556065776772846,2,0.9040158701996688
4-06016-BU,2,0.05734346589243079,2,0.7997155108162664
4-06018-BU,2,0.04064948354046598,6,3.580087644744593
4-06018-RE,1,0.01865671403688113,0,0.0
4-06026,2,0.1669023474738115,2,1.0896286035014957
4-06056,1,0.008126243195524756,4,3.05161420200007
4-06074,2,0.14508904396839803,0,0.0
4-06076,1,0.0069006139454865605,8,4.348111320715331
4-06078,1,0.007918983060154752,2,0.6702692942721673
4-06106,1,0.6793476267771617,0,0.0
4-06153,2,0.1571779985892587,0,0.0
4-06170,1,0.9202622339704126,0,0.0
4-06176,2,0.2687985742311093,2,1.1856382164738062
4-06195,1,0.02406146261905801,1,1.0
4-06258,5,0.5074359132754592,5,0.9706709492512368
4-06376-GN,1,0.20613614355771848,2,0.7811163193239005
4-06376-MV,1,0.12391946933700136,0,0.0
4-06376-OR,1,0.13026849943441549,0,0.0
4-06393,2,0.18853057761813607,0,0.0
4-06404,1,0.12359863320623769,0,0.0
4-06409,2,0.16989762474314096,3,1.6473940135787442
4-06410,4,0.3490370745659097,0,0.0
4-06413,3,0.3505683559316755,2,1.1349567065181523
4-06466-BK,10,1.3696020471405497,0,0.0
4-06466-BU,10,2.9259501326533,1,0.04854540572994833
4-06466-PI,12,1.8234971565510474,2,0.5385212585567881
4-06476-PB,1,0.12218831574270168,1,0.7151396948596861
4-06477,2,0.18572654515186737,1,0.41765609602398224
4-06480,2,0.20426133513007544,0,0.0
401178-BR,1,0.006662669549802454,0,0.0
401178-GY,1,0.04095606885942527,0,0.0
40570,6,3.313570426733687,4,0.9943979593858698
40615,1,0.48469939257498124,3,2.1835502540296963
40697-BU,1,0.11197774502058468,1,0.5651705231031362
410033,1,0.007845444646154111,0,0.0
41276-GN,2,0.029214210643343237,1,0.5070693287356937
41276-OR,1,0.048014323202465486,0,0.0
41276-RE,1,0.016693997033817416,0,0.0
41276-YE,2,0.029346603279545788,1,0.5070693287356937
41497-RE,1,0.4857411536957968,6,5.610966331793462
41497-YE,1,0.7376597337056809,0,0.0
416/89003,1,0.00738552213164857,4,2.3896390699377466
41688-F,1,0.31422551430408757,1,0.5126592796033895
4185359,1,0.11524228663975498,2,1.3847088178797193
42-2689,1,0.2611110315471874,1,1.0
42-2721,3,0.05262099247814468,0,0.0
420265,1,0.0009817403260495203,2,2.0
420277,1,0.0048542110286230325,3,2.6779189190648465
420325,1,0.07014994884593431,1,0.6992778970220487
421370,1,0.00027031274005864364,2,1.141876711459614
421630,1,0.0009264649023429214,0,0.0
422104,3,0.020828198628351884,9,2.5502107246894723
42504Z-GN,2,1.8426071532182853,1,0.7009613581761166
42504Z-RE,1,0.9053591756650388,1,0.7009613581761166
43574,12,1.3594524760354605,47,6.511772488164903
43P6396,1,0.007855652359561722,5,2.363394343236965
44/585,2,0.6537583579729878,0,0.0
44/767,4,0.9853870765186361,2,1.1676904667241277
44/768,3,0.7260386286061488,2,1.230747112869965
44/858,8,3.067190824092146,3,0.8681964429049658
448.1.588294,12,0.046855234175734596,32,4.538372711071102
448.1.589215,7,0.8273286729162844,2,0.12218339339328221
448.1.589256,33,0.6845935054893181,65,3.323990696265772
448315-24-TR,1,0.032363634990908066,0,0.0
44P6444,1,0.009039635574203219,5,4.306860040331108
44P6445,1,0.009039635574203219,5,4.306860040331108
45/000434,2,0.0006743744560350924,2,0.2800610602486686
45/00EB11,1,0.0019572113212077275,3,3.0
45/00SH21,1,0.011748355867344297,1,1.0
45/00SH33,1,0.0012890976159802218,1,0.7862024349358114
45/00SH42,2,0.00036840632340490236,9,5.995857727931445
45/STEM01,1,0.00046283200677150105,3,2.1162382917881324
45/STEM03,1,0.00042681499538995847,1,0.2965903266130802
45/STEM04,1,0.00019042274030690867,2,1.0981489752395108
4581263,1,0.005357883636637321,0,0.0
4658012,2,0.5197737729119958,5,1.7490077202038656
48/32336,1,0.8862249569494053,0,0.0
49211-MV,2,0.026098169121109124,0,0.0
4M0012,2,0.01976729627347258,6,4.096396978082281
4M0031,2,0.00015504387841954907,0,0.0
4M0065,1,0.00018592914076491452,0,0.0
4M0066,1,0.00012154730160769178,0,0.0
4M0122,1,0.0008326471648164218,0,0.0
4M0137,1,0.00018340896287975957,0,0.0
4M0138,2,0.043695462068304984,4,1.3505639115113133
4M0156,1,0.00042515645239218095,6,3.41122959292738
4M0265,1,0.0004509735507236925,16,12.044050801349089
4M0434,1,0.0004449669733516722,0,0.0
4M0522,1,0.01614237713523542,1,0.3410733374845466
4M0541,1,0.12261291065620457,0,0.0
4M0574,1,0.017746643709177123,2,1.836049858284568
4WD05-GRN,10,0.5349948041801729,3,0.20281421187723989
4WD05-RED,7,1.739821499880377,4,0.2923948336156928
4WD12B-YEL,1,0.0001811727564384313,0,0.0
4Μ0496,1,0.00046283200677150105,3,2.1162382917881324
4Μ0502,1,0.00012188435119571983,0,0.0
50-00799A-PI,1,0.003914720654790411,2,1.1178286963236146
50-112,1,0.005853227656691005,1,1.0
50-113D,1,0.0033616507329206706,3,2.016306998794304
50-11615-GN,1,0.001926541921929317,3,0.2934664833064534
50-11615-RE,1,0.0019134961475863032,0,0.0
50-1348-2-RE,1,0.008088380999864692,2,1.6194983963098781
50-1348-2-YE,1,0.2465330493482249,1,0.16711899327587454
50-20210,4,0.05165433627911209,1,0.19992055491266203
50-222-70,1,0.01029051997336146,0,0.0
50-222-73,1,0.0018995296024519241,0,0.0
50-2806,1,0.0020322334565407115,0,0.0
50-2866-1,1,0.005492693858547887,0,0.0
50-30-1,1,0.0026242430657130904,2,1.0497947604647095
50-303,2,0.1387624463461778,1,0.3410733374845466
50-5588-624-PB,1,0.004347791596290426,1,1.0
50-6036,3,0.015255027794231905,0,0.0
50-6705A,1,0.004697302366545861,2,0.17984990144439783
50-77002,1,0.002859755429070517,0,0.0
50-855-75,1,0.007439617639174441,0,0.0
50-866-2,2,0.013128970565786165,0,0.0
50-88317,1,0.008474220433985798,0,0.0
50-888-5B-R,1,0.0033616507329206706,3,2.016306998794304
50-898-1808,2,0.005239535647181104,0,0.0
50-9209,1,0.002936706437271459,0,0.0
50-933-134,1,0.7105452225232615,0,0.0
50-934,1,0.0034318454679484168,0,0.0
50-X21,1,0.003405119895164558,0,0.0
50043675,1,0.01849932410497513,0,0.0
5012-70532,6,0.0072192100230101305,4,0.552496676016444
50311,2,0.0009062007888562737,1,0.592534020606334
505101,2,0.00023141385686627192,0,0.0
508-004331,1,7.154890613197429e-05,0,0.0
50826,4,0.0012358719536814256,2,0.781220107868032
50846,6,0.769274758134026,5,0.22686378916890493
5172-L,1,0.6875763944286526,0,0.0
5172-P,1,0.11576494933993273,2,2.0
5172-T,1,0.11576494933993273,2,2.0
5172-Y,1,0.11576494933993273,2,2.0
5174-D,1,0.02100034771537167,0,0.0
5174-L,1,0.0223017974283883,0,0.0
5174-P,3,0.06327569844458006,0,0.0
5174-T,1,0.02990315970793508,0,0.0
519-5129,2,0.11048651134144069,5,3.7328012145629046
520104,1,0.0031602162057208843,2,1.1903721879224023
520128,2,0.003635985620814676,5,1.2709991063332744
520129,4,0.059733158171048614,8,0.7582148021605912
520133,1,0.014023237118239346,0,0.0
520149,2,0.03802791193612074,0,0.0
520150,5,0.02506902059462828,6,1.1831862578819394
52121-C,1,0.6363682148218143,0,0.0
52121-I,1,0.05212688995771839,0,0.0
52563,8,0.00905862722201176,32,8.59199521506308
5297399,4,1.4732497849354909,8,4.5869995928466105
530-00515,2,0.6302245784674287,0,0.0
530-08034,3,0.8732155735397943,8,2.3813803894740166
530-08464,3,0.291855168649763,12,5.078120166661521
530-13085,1,0.025485252579831925,0,0.0
530-13102,1,0.14269128695560454,0,0.0
530-13126,1,0.004935990697128195,0,0.0
530-40413,1,0.02380527578244009,0,0.0
530-60151,2,0.012112202115958452,0,0.0
530-76942,2,0.26406100103347085,2,0.7474023791536388
530-84734,1,0.005246390060380472,8,4.310005700767759
53610,4,0.0006698558179914979,1,0.008131302385418997
54886,8,0.18739438370686462,12,1.5824730228666535
551-10235,1,0.06556722410431,0,0.0
551-29203,1,0.0007631014476057622,2,1.2482492178932736
552-89203,1,0.14312300262386227,0,0.0
553-31238,2,0.00458595817743159,1,0.3436094021650444
553-60266,3,0.08539380889932377,1,0.9528480856056952
553-63238,3,0.0010079671270885233,10,3.803004284433305
553-64209,1,0.05521377843244874,0,0.0
553-64238,3,0.0055003235662075415,14,4.813043701208509
553-78203,5,0.05818394273179213,7,2.9927079972822184
555-18209,2,0.35235675823477014,1,0.4812029859028629
555-19204,3,0.03899405218566255,0,0.0
5550-2,3,0.0015459222913256155,1,0.3779594597033228
5550-4,3,0.0017402897767852892,0,0.0
557-18209,1,0.005225515047670455,0,0.0
557-25235,1,0.00043671653530052794,7,4.281407464995982
557-39266,1,0.003338365441376323,0,0.0
557-92238,3,0.0028678976676966682,11,3.0841185585776483
558-76260,1,0.00032515916777409,1,0.6804008030286638
559-90230,2,0.022139173277964042,2,0.288508517529312
565-R2,3,2.4733169179164727,0,0.0
569-00248,1,0.45186212683221877,1,1.0
570-49245-P,1,0.06649178171405415,1,0.2951490016218954
570-49245-W,5,0.7632825494826235,4,0.5924916342819414
570-83267,2,0.4963973610856983,0,0.0
570-92231-01,2,0.02853133515216955,0,0.0
570-92231-02,5,0.22528278019439746,2,0.38248602521438113
571-01232,3,0.0955238277712242,0,0.0
571-40209,2,0.028856267386288634,1,0.05610787416232085
571-43204,1,0.022966240820432207,2,1.8996819065441732
571-43265,2,0.02837343663905636,4,2.36055180427327
571-44204,1,0.06092188078939572,2,1.9583732330456503
571-44265,2,0.06632907660801987,4,2.3269067735941413
571-45265,1,0.000475425036870966,11,6.84188559950267
571-46265,1,0.005246390060380472,8,4.310005700767759
571-49204,1,0.00035746913027160504,1,1.0
571-49265,1,0.00035746913027160504,1,1.0
571-50204,5,0.0038140375840835738,2,0.30456971167801483
571-50265-L,2,0.08695722820435026,8,6.22384391730102
571-52204,1,0.00098806746043619,0,0.0
571-55204,2,0.004477030333896754,2,0.9254030328074067
571-58204,3,0.0401366769387624,5,2.5240821132405427
571-59204,1,0.021137358661088637,1,1.0
571-69204,1,0.13907337033854816,4,2.0723259835289918
571-69265,1,0.8155376121526993,8,6.582080277627629
572-50232,1,0.019430655934760416,3,2.781855569994935
572-51209,2,0.04412074417836186,2,1.4138459702064607
572-52265,1,0.8155376121526993,8,6.582080277627629
575-40232,2,0.16534996165501803,4,1.6814688764855459
579890-BU,1,0.007308662693676793,3,2.8284079364057133
579890-GN,1,0.007308662693676793,3,2.8284079364057133
579890-GY,2,0.010649995325038214,4,3.0453490549435114
579890-RE,1,0.007308662693676793,3,2.8284079364057133
580812EUC,1,0.009940474840131707,1,1.0
580829EUC,1,0.009940474840131707,1,1.0
58300-H.L,1,0.5654098067478773,7,6.103342207259433
584044-F,1,0.005211288010035733,0,0.0
584044-M,2,0.007897879604580786,0,0.0
584044-P,4,0.032492095397185304,0,0.0
584044-S,1,0.0012682896418294294,0,0.0
584196-PI,1,0.005191574733668286,0,0.0
584196-SM,2,0.01076562128561958,8,3.2195279683891695
584262-GD,1,0.01781685826729378,0,0.0
584884-BU,2,0.04451662378370025,1,0.39141652148498635
584884-PB,1,0.020343978942643615,0,0.0
584884-PI,2,0.04063493328065711,0,0.0
584884-TR,2,0.03916090617737531,3,0.9258412197635395
585182-BU,3,0.05921008414733178,8,3.278264228127217
585182-MV,3,0.05950209263234172,8,2.7848862916829384
585182-PI,3,0.06057566766759058,6,2.1315771707553535
59625-PI,1,0.7525959658021871,1,0.09347176389556204
59625-PYE,1,0.5487959633772855,0,0.0
59625-WH,1,0.5182153880107639,0,0.0
6-608728,1,0.006825642150941329,0,0.0
600027-24-BK,2,0.06636346523562503,5,3.3359608398152747
600027-24-BR,1,0.027170032966102018,1,0.518532433773876
600027-24-BU,2,0.06773982111711085,3,1.7808518779931104
601467,1,0.725075118593795,5,5.0
60154A,4,0.007696545345669996,2,0.21771620700254107
6054918,10,0.024421211813837974,23,4.0545322171770835
605519-PB,2,0.17421312530777655,4,2.6223230985046864
605519-PI,2,0.17348425011242466,2,0.7696108182188921
606035,1,0.0485388072495011,9,4.078931214910382
6061,5,0.23622784653431658,9,3.0087384457103123
6065-PI,1,0.03912241287292657,4,2.851087972765599
622165-L,1,0.6658127157834018,0,0.0
622165-N,1,0.47167101519547605,1,0.17648939538783584
6315870301-PI,1,0.74733351654925,2,1.093144394809663
6315870301-RE,5,3.5341636992357617,2,0.6852827563090171
641100NNP080,2,0.35930174963744976,0,0.0
64120N70,1,0.005173358484225171,4,3.2311251801612446
661-20D,1,0.007144408591705148,3,1.9355674825168994
670034,1,0.5154385277923103,0,0.0
6843-MV,1,0.008033660878127343,3,2.6480604090554403
6843-RE,1,0.008033660878127343,3,2.6480604090554403
68647,4,0.0012766690045662873,4,1.3791331695244753
689-11,5,0.014705596260794138,3,0.36099777534447314
690017,1,0.00812559387870537,0,0.0
690018,1,0.530384106967215,0,0.0
69100,3,0.013396700828660678,3,0.23890130895903083
699-17150,1,0.015593775059223096,0,0.0
7.090758,1,0.03098440631869802,0,0.0
7.1028,1,0.7777847741406244,5,4.806964735520603
7.1321,3,0.0007753127161949033,1,0.0933685755451628
7.22555,1,0.26365744383149053,8,6.517405794394668
700200F,3,0.001203066489297805,4,1.800231425077763
700302F,2,0.0008413433512900002,2,0.6816154128517538
700304F,2,0.0008156707660934555,3,1.542094293668988
701181,5,1.3990894544495855,0,0.0
701670-S2,1,0.00030151962132610367,0,0.0
701670-S6,3,0.000980017399179569,0,0.0
71176-R,1,0.16740978391411504,0,0.0
712770,1,0.49320859816721807,0,0.0
713130,1,0.03878923338477691,0,0.0
71332DD-Mic,1,0.028119876105408916,0,0.0
71332DD-Min,2,0.26321073253755933,0,0.0
720.11.3027,1,0.3504376840147564,0,0.0
721.182062,1,0.5300779499863332,4,3.513991919024344
721.182909,1,0.09503100567044677,0,0.0
727.07262,3,0.008499327357217725,8,2.8143538909312262
727.07263,2,0.0002721214175661976,5,0.6289560959383559
727.07272,2,0.0006791283570705448,1,0.5210280456331153
733.611,2,0.33569749249354514,5,3.8332748733022726
7332-D,1,0.00137434650755912,2,1.4193568910928611
7332-H,2,0.0027288082111148254,3,2.414204175329809
7332-HP,1,0.0013544617035557054,2,1.4090514595667571
7332-L,2,0.0027288082111148254,3,2.414204175329809
741038,2,0.0009761212049615086,4,0.7726494440814623
741093,2,0.08323787514378063,3,1.7450205061445354
743630,2,0.007478092354444938,19,11.827727266524828
743633,1,0.0022093801348555594,7,3.364633696660703
743634,2,0.007478092354444938,19,11.827727266524828
743635,2,0.007478092354444938,19,11.827727266524828
743636,1,0.0022093801348555594,7,3.364633696660703
7518-80651,3,0.0062696438820295936,5,1.2019094313392706
754.H33V,1,0.3681231994155732,0,0.0
75676,10,0.7624038914835262,9,1.7680475468028376
760017751-B,1,0.0015711157727301215,0,0.0
760017751-P,2,0.0029457669419902864,0,0.0
760018651-C,2,0.049305347957239884,3,1.1405788416356726
760018651-M,3,0.3001053357103279,3,0.5700666667187064
760018651-S,1,0.029491339336687607,0,0.0
760020051-3,2,0.009531986951757374,1,0.8067871569417274
760020051-4,1,0.004807007280221655,8,5.61135952195984
760020070-B,1,0.015489711839546907,0,0.0
760023868-PB,1,0.725075118593795,5,5.0
760023868-PI,5,3.0204385039066475,0,0.0
771-15727,4,0.060425443488319644,9,2.6488611056305778
771-80627,4,0.013153974125413146,15,4.067678812618022
771-81391,2,0.05714085899968071,13,3.7632745744982206
772-16527,2,0.13041285108055545,0,0.0
773-14238,1,0.9958001805665575,2,1.3821251825386738
774-00049,2,0.08719865644464059,3,1.362456365211155
774-00691,1,0.19479894904050046,1,1.0
774-56346,2,1.272955288537636,2,1.0686814944829284
775-40046,1,0.019430655934760416,3,2.781855569994935
776-77238,4,1.1655115472399031,9,1.5538476507237307
776-77246,2,0.09741789999325245,10,4.816577320054205
777-51427,1,0.0011625163440443656,4,2.7079174296696387
777-51946,1,0.005173358484225171,4,3.2311251801612446
