weight_copurchase,weight_product2vec,weight_metadata,weight_text,k,candidate_k,evaluated_queries,precision_at_k,recall_at_k,hit_rate_at_k,mrr_at_k,candidate_recall,catalog_coverage_at_k
0.2,0.1,0.1,0.6,10.0,100.0,76.0,0.038157894736842106,0.3815789473684211,0.3815789473684211,0.19584899749373433,0.5394736842105263,0.10652491140296018
0.1,0.1,0.2,0.6,10.0,100.0,76.0,0.038157894736842106,0.3815789473684211,0.3815789473684211,0.18634607351712615,0.5394736842105263,0.10548259328747134
0.1,0.2,0.2,0.5,10.0,100.0,76.0,0.038157894736842106,0.3815789473684211,0.3815789473684211,0.18356829573934838,0.5526315789473685,0.10631644777986242
0.2,0.2,0.1,0.5,10.0,100.0,76.0,0.038157894736842106,0.3815789473684211,0.3815789473684211,0.1823778195488722,0.5526315789473685,0.10715030227225349
0.2,0.4,0.3,0.1,10.0,100.0,76.0,0.038157894736842106,0.3815789473684211,0.3815789473684211,0.15984231411862992,0.5394736842105263,0.10673337502605795
0.3,0.1,0.5,0.1,10.0,100.0,76.0,0.038157894736842106,0.3815789473684211,0.3815789473684211,0.15260547201336674,0.6052631578947368,0.10673337502605795
0.2,0.3,0.4,0.1,10.0,100.0,76.0,0.038157894736842106,0.3815789473684211,0.3815789473684211,0.15144110275689224,0.5657894736842105,0.10652491140296018
0.1,0.4,0.4,0.1,10.0,100.0,76.0,0.038157894736842106,0.3815789473684211,0.3815789473684211,0.14201127819548873,0.5526315789473685,0.10715030227225349
0.1,0.1,0.1,0.7,10.0,100.0,76.0,0.03684210526315789,0.3684210526315789,0.3684210526315789,0.18576127819548874,0.5131578947368421,0.10569105691056911
0.1,0.2,0.1,0.6,10.0,100.0,76.0,0.03684210526315789,0.3684210526315789,0.3684210526315789,0.18269110275689224,0.5526315789473685,0.10631644777986242
0.1,0.3,0.1,0.5,10.0,100.0,76.0,0.03684210526315789,0.3684210526315789,0.3684210526315789,0.17579887218045115,0.5263157894736842,0.10652491140296018
0.1,0.2,0.3,0.4,10.0,100.0,76.0,0.03684210526315789,0.3684210526315789,0.3684210526315789,0.17190893901420218,0.5657894736842105,0.10819262038774234
0.1,0.4,0.3,0.2,10.0,100.0,76.0,0.03684210526315789,0.3684210526315789,0.3684210526315789,0.16364870509607352,0.5394736842105263,0.10756722951844903
0.3,0.1,0.4,0.2,10.0,100.0,76.0,0.03684210526315789,0.3684210526315789,0.3684210526315789,0.1630795739348371,0.6052631578947368,0.10860954763393788
0.2,0.2,0.4,0.2,10.0,100.0,76.0,0.03684210526315789,0.3684210526315789,0.3684210526315789,0.16198308270676692,0.5921052631578947,0.10923493850323118
0.1,0.1,0.3,0.5,10.0,100.0,76.0,0.035526315789473684,0.35526315789473684,0.35526315789473684,0.18579260651629076,0.5789473684210527,0.10756722951844903
0.3,0.4,0.1,0.2,10.0,100.0,76.0,0.035526315789473684,0.35526315789473684,0.35526315789473684,0.1848684210526316,0.4868421052631579,0.1050656660412758
0.1,0.3,0.3,0.3,10.0,100.0,76.0,0.035526315789473684,0.35526315789473684,0.35526315789473684,0.16880221386800334,0.5526315789473685,0.10881801125703565
