model,split,k,candidate_k,evaluated_queries,precision_at_k,recall_at_k,hit_rate_at_k,mrr_at_k,candidate_recall,candidate_pool_recall,mean_retrieved_candidates,catalog_coverage_at_k
frozen_v1,strictly_future,10,100,24,0.029166666666666667,0.2916666666666667,0.2916666666666667,0.225,0.4583333333333333,0.7916666666666666,2471.4583333333335,0.0332427680997283
expanded_candidates_v2,strictly_future,10,100,24,0.029166666666666667,0.2916666666666667,0.2916666666666667,0.22361111111111112,0.4583333333333333,1.0,5021.416666666667,0.03292312609876938
