l2,model,k,candidate_k,evaluated_queries,precision_at_k,recall_at_k,hit_rate_at_k,mrr_at_k,candidate_recall,candidate_pool_recall,catalog_coverage_at_k
0.01,logistic_l2_0.01,10,100,75,0.010666666666666666,0.10666666666666667,0.10666666666666667,0.05611111111111112,0.29333333333333333,0.8,0.029881055990716564
0.1,logistic_l2_0.1,10,100,75,0.009333333333333334,0.09333333333333334,0.09333333333333334,0.06166666666666667,0.36,0.8,0.02465912387583406
1.0,logistic_l2_1,10,100,75,0.009333333333333334,0.09333333333333334,0.09333333333333334,0.05944444444444445,0.25333333333333335,0.8,0.025819553234696837
10.0,logistic_l2_10,10,100,75,0.009333333333333334,0.09333333333333334,0.09333333333333334,0.049222222222222216,0.26666666666666666,0.8,0.0336524514070206
