model,order_id,seed_sku,target_sku,held_out_basket_size,target_train_orders,popularity_segment,target_rank,hit_at_k,reciprocal_rank_at_k,target_in_candidates,target_in_retrieved_pool,retrieved_candidate_count,top_prediction,top_k_skus
logistic_ranker,52562,IT16952,IT16951,2,138,popular,3,1,0.3333333333333333,1,1,1303,DT760018963,DT760018963 | ΙΤ17253 | IT16951 | 176-09057 | GNY95 | IT9204 | UGD010596 | 262-3002 | MS0301Ryabinka | MS0503LyPM-07
logistic_ranker,52565,IT16951,IT16952,2,46,popular,13,0,0.0,1,1,1309,DT760018963,DT760018963 | ΙΤ17253 | 176-09057 | IT9204 | 262-3002 | GNY95 | UGD010596 | MS0503LyPM-07 | MS0301Ryabinka | 0562691
logistic_ranker,52584,819-88840,43574,2,6,medium,0,0,0.0,0,0,1287,DT89374Y,DT89374Y | JPA41290-5 | ΜΙΝ04122 | IT90147 | JPA41290-4 | AV60787 | 176-09660 | DT10757 | JPA41290-3 | SUS2316
logistic_ranker,52586,IT16951,IT16952,2,46,popular,13,0,0.0,1,1,1309,DT760018963,DT760018963 | ΙΤ17253 | 176-09057 | IT9204 | 262-3002 | GNY95 | UGD010596 | MS0503LyPM-07 | MS0301Ryabinka | 0562691
logistic_ranker,52610,HBP41,GRP99,2,2,rare,305,0,0.0,0,1,1286,DT760018963,DT760018963 | FTC66 | DKK08 | MS1350 | IT6342 | G05426 | UGD010596 | MS2461 | HRB61 | 16-03459
logistic_ranker,52624,819-66880,DTJH27596,2,13,popular,163,0,0.0,0,1,1264,lr05313,lr05313 | ΙΤ17253 | 262-3002 | lr10742 | UGD010596 | DT760018963 | 960781 | 820-27194 | lr5315 | 176-09057
logistic_ranker,52634,DRH43,FPP82,2,3,medium,715,0,0.0,0,1,1244,LT-006,LT-006 | DT10757 | IT90147 | DT760018963 | S616400 | NQD4WD06-RED | IT16952 | FXC66 | FGJ40 | FGJ11
logistic_ranker,52714,108517011,108517010,4,2,rare,970,0,0.0,0,1,1270,0562691,0562691 | 571-58204 | 0585085 | 334-91031 | 339-39031 | LT-006 | 333-26141 | 357-11141 | 335-70100 | 357-11031
logistic_ranker,52725,KON949658,KON949061,3,3,medium,514,0,0.0,0,1,1234,GHP85,GHP85 | NQD4WD06-RED | Z163221 | UGD010596 | KON161753 | EN088997 | UDG010591 | UGD010586 | EN088996 | MS0503LyPM-07
logistic_ranker,52735,IT9002,IT9003,2,12,popular,1221,0,0.0,0,1,1284,lr05313,lr05313 | 292-87509 | lr5315 | lr11274 | GNY95 | GHP85 | 292-87503 | 0021780 | UGD010596 | 960781
logistic_ranker,52740,G05426,16-03459,2,1,rare,29,0,0.0,1,1,1354,DT760018963,DT760018963 | S616400 | FGJ40 | GRF09 | FGJ11 | FTC66 | GFX87 | W4472 | 571-59204 | 1000-14504
logistic_ranker,52746,MAP741817,EPF507-PI,3,1,rare,745,0,0.0,0,1,1284,LT-006,LT-006 | MAP861311 | 334-80031 | 348-17220 | IT90147 | 357-11074 | 571-59204 | 0584979 | MAP851730 | IT16952
logistic_ranker,52748,IT16952,IT16951,2,138,popular,3,1,0.3333333333333333,1,1,1303,DT760018963,DT760018963 | ΙΤ17253 | IT16951 | 176-09057 | GNY95 | IT9204 | UGD010596 | 262-3002 | MS0301Ryabinka | MS0503LyPM-07
logistic_ranker,52778,IT16951,IT16952,2,46,popular,13,0,0.0,1,1,1309,DT760018963,DT760018963 | ΙΤ17253 | 176-09057 | IT9204 | 262-3002 | GNY95 | UGD010596 | MS0503LyPM-07 | MS0301Ryabinka | 0562691
logistic_ranker,52790,CBL16,BLT33,2,10,medium,902,0,0.0,0,1,1292,MAP861311,MAP861311 | 0562691 | DKK08 | S616400 | MS1350 | FRG83 | IT6342 | FPV17 | G05426 | MS2461
logistic_ranker,52827,EN093013,4WD05-RED,2,1,rare,0,0,0.0,0,0,1276,LT-006,LT-006 | GHP85 | KON161753 | KON949801 | KON948767 | SUS2316 | UGD010596 | ΒΚΜ13918 | UGD010586 | ΜΙΝ04122
logistic_ranker,52833,Μ1-0-008,IT14104,2,2,rare,95,0,0.0,1,1,1284,0021780,0021780 | 585182-MV | ΜΙΝ04122 | 343-02144 | 338-26031 | DT10757 | 357-11031 | DT6674 | MAP851730 | MAP015802
logistic_ranker,52844,UGD010259,UGD010260,3,2,rare,1077,0,0.0,0,1,1226,LT-006,LT-006 | GHP85 | EN093013 | KON161753 | KON949801 | EN088997 | KON949658 | KON948767 | EN088996 | KON165423
logistic_ranker,52849,UGD010249,KON949061,2,3,medium,27,0,0.0,1,1,1194,LT-006,LT-006 | GHP85 | IT16951 | 0021780 | IT90147 | UGD010069 | EN093013 | KON161753 | IT16952 | EN088997
logistic_ranker,52854,GRG62,GFV21,2,2,rare,487,0,0.0,0,1,1298,DT760018963,DT760018963 | FXC66 | FGJ40 | GRF09 | FTC66 | 4-06018-BU | 1000-14504 | FGJ11 | IT6342 | SUS2316
logistic_ranker,52915,UGD010001,UGD010249,2,1,rare,454,0,0.0,0,1,1292,GHP85,GHP85 | LT-006 | KON161753 | KON949801 | EN093013 | MAP861311 | KON165423 | KON169490 | EN088997 | ΜΙΝ04122
logistic_ranker,52944,9786180138566,ΜΕΤ82270,2,1,rare,861,0,0.0,0,1,1230,ΜΙΝ04118,ΜΙΝ04118 | ΒΚΜ13918 | ΜΙΝ04122 | SUS2316 | 262-3002 | EN79160 | ΜΙΝ61119 | 0584730 | DTDCL-9350-2 | SUS2155
logistic_ranker,52946,DTPMI3647,DT89374Y,2,1,rare,52,0,0.0,1,1,1286,DT10757,DT10757 | NQD4WD06-RED | MAP861311 | 176-09660 | AV60787 | KON165423 | WWEPDQ01 | 338-94141 | LEG204687 | EN55238
logistic_ranker,52948,KON949658,KON165423,2,1,rare,32,0,0.0,1,1,1234,GHP85,GHP85 | NQD4WD06-RED | Z163221 | UGD010596 | KON161753 | EN088997 | UDG010591 | UGD010586 | EN088996 | MS0503LyPM-07
logistic_ranker,52973,KON165423,KON161753,2,1,rare,13,0,0.0,1,1,1216,UGD010596,UGD010596 | GHP85 | UGD010586 | KON949801 | KON948767 | 0021780 | EN093012 | EN093013 | UGD010069 | LT-006
logistic_ranker,52979,0621465,GXC95,2,1,rare,0,0,0.0,0,0,1303,EN088997,EN088997 | EN088996 | ΒΚΜ13918 | MAP861311 | 100796 | 4-06018-BU | 293-583 | UGD010260 | 293-018 | UGD010584
logistic_ranker,52986,HLW71,HPG69,5,1,rare,854,0,0.0,0,1,1304,5174-L,5174-L | 39848-PB | GJK40 | GNY95 | 334-80054 | 572-51209 | HJT06 | HGR09 | HGR11 | FRP56
logistic_ranker,53014,IT16951,IT16952,2,46,popular,13,0,0.0,1,1,1309,DT760018963,DT760018963 | ΙΤ17253 | 176-09057 | IT9204 | 262-3002 | GNY95 | UGD010596 | MS0503LyPM-07 | MS0301Ryabinka | 0562691
logistic_ranker,53069,771-15727,771-81391,2,1,rare,1013,0,0.0,0,1,1203,EN088997,EN088997 | 348-17220 | EN088996 | 585182-BU | 338-94141 | EN093012 | EN093013 | 357-11031 | 0021780 | IT14185
logistic_ranker,53073,IT16951,IT16952,2,46,popular,13,0,0.0,1,1,1309,DT760018963,DT760018963 | ΙΤ17253 | 176-09057 | IT9204 | 262-3002 | GNY95 | UGD010596 | MS0503LyPM-07 | MS0301Ryabinka | 0562691
logistic_ranker,53082,819-04230,819-94840,2,2,rare,591,0,0.0,0,1,1306,4-05608,4-05608 | SUS2316 | 50-20210 | ΒΚΜ13918 | 349-15054 | IT09430 | ΜΙΝ04122 | 4-06018-BU | MAP861311 | 960781
logistic_ranker,53117,21302XS-BU,21095,2,2,rare,166,0,0.0,0,1,990,IT16952,IT16952 | GHP85 | 44/767 | 42-2721 | 54886 | BW32096 | 4-06015-GN | L67936 | BW62003 | 4-06018-RE
logistic_ranker,53119,6061,DTTT18424A,3,2,rare,291,0,0.0,0,1,1256,lr05313,lr05313 | IT9002 | GNY95 | 292-87509 | GHP85 | UGD010596 | 0562691 | 343-02144 | KON169490 | 960781
logistic_ranker,53127,Oo49109,75676,3,3,medium,99,0,0.0,1,1,1306,DT760018963,DT760018963 | FXC66 | FTC66 | FGJ40 | GRF09 | FGJ11 | 4-05608 | GFX87 | W4472 | IT6342
logistic_ranker,53149,341-41413,0621966,2,4,medium,33,0,0.0,1,1,1235,0570926,0570926 | 0021780 | 348-17220 | 338-94141 | 0563029 | 585182-PI | 585182-MV | 357-11141 | 357-11074 | 0561498
logistic_ranker,53191,MAP834013,MAP936010,2,2,rare,314,0,0.0,0,1,1323,NC5503,NC5503 | IT14185 | 357-06031 | DT760018963 | 0570926 | IT14104 | 0570895 | 0585085 | 0506017 | 0561498
logistic_ranker,53209,N3242,IT16951,2,138,popular,0,0,0.0,0,0,1303,NQD4WD06-RED,NQD4WD06-RED | GWX79 | 54886 | 0021780 | GNY95 | 348-17220 | SUS2316 | DT83320 | LT-006 | 014521
logistic_ranker,53267,ΜΕΤ83171,ΜΕΤ82541,2,2,rare,466,0,0.0,0,1,1268,SUS2316,SUS2316 | DT10757 | 333-26141 | LT-006 | SUS2258 | 333-26031 | 0584730 | 0621966 | ΜΕΤ81862 | ΚΑΠΛΑ/Μ001
logistic_ranker,53274,lr11777,16/85109,2,2,rare,984,0,0.0,0,1,1273,DT760018963,DT760018963 | ΜΙΝ04118 | UGD010596 | lr05313 | MAP861311 | GNY95 | ΒΚΜ13918 | ΜΙΝ04122 | MS0503LyPM-07 | KON943663
